Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date Time	Begin File	Avg Power Density (dB FS/Hz)	Energy (dB FS)	Max Entropy (bits)	Max Freq (Hz)	Peak Freq (Hz)	Peak Power Density (dB FS/Hz)	Center Time (s)	Truth (0 or 1)	Background (kHz)	Missed (in 10s frame)	Other Disturb. Type	Detector	Frame Duration	Occupancy	Reason
666	Spectrogram 1	1	5066.399979167	5066.410645833	200.000	2000.000	5066.4000	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-42.69	-2.811	1.857	421.875	421.875	-30.76	5066.4106					Band Limited Energy Detector	1	1.0000	Too short
667	Spectrogram 1	1	5067.797312500	5067.893312500	200.000	2000.000	5067.7973	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-45.78	3.642	2.523	421.875	421.875	-30.76	5067.8400					Band Limited Energy Detector	9	0.3333	Too sparse
668	Spectrogram 1	1	5069.621312500	5069.631979167	200.000	2000.000	5069.6213	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-42.69	-2.811	1.857	421.875	421.875	-30.76	5069.6320					Band Limited Energy Detector	1	1.0000	Too short
669	Spectrogram 1	1	5069.802645833	5069.973312500	200.000	2000.000	5069.8026	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-45.56	6.621	2.552	421.875	421.875	-30.16	5069.8880					Band Limited Energy Detector	16	0.3750	Too sparse
670	Spectrogram 1	1	5071.381312500	5071.391979167	200.000	2000.000	5071.3813	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-43.38	-0.494	2.523	421.875	421.875	-30.76	5071.3813					Band Limited Energy Detector	1	1.0000	Too short
671	Spectrogram 1	1	5073.535979167	5073.685312500	200.000	2000.000	5073.5360	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-45.66	5.680	2.552	421.875	421.875	-30.76	5073.6106					Band Limited Energy Detector	14	0.5714	Too sparse
672	Spectrogram 1	1	5073.855979167	5073.866645833	200.000	2000.000	5073.8560	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-42.69	-2.811	1.857	421.875	421.875	-30.76	5073.8666					Band Limited Energy Detector	1	1.0000	Too short
673	Spectrogram 1	1	5076.703979167	5076.735979167	200.000	2000.000	5076.7040	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-44.04	0.613	2.523	421.875	421.875	-30.76	5076.7253					Band Limited Energy Detector	3	1.0000	Detection
674	Spectrogram 1	1	5076.831979167	5076.842645833	200.000	2000.000	5076.8320	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-42.69	-2.811	1.857	421.875	421.875	-30.76	5076.8426					Band Limited Energy Detector	1	1.0000	Too short
675	Spectrogram 1	1	5079.754645833	5079.765312500	200.000	2000.000	5079.7546	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-43.38	-0.494	2.523	421.875	421.875	-30.76	5079.7546					Band Limited Energy Detector	1	1.0000	Too short
676	Spectrogram 1	1	5082.549312500	5082.570645833	200.000	2000.000	5082.5493	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-42.69	-2.811	1.857	421.875	421.875	-30.76	5082.5600					Band Limited Energy Detector	2	1.0000	Detection
677	Spectrogram 1	1	5086.623979167	5086.698645833	200.000	2000.000	5086.6240	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-45.11	2.549	2.523	421.875	421.875	-30.76	5086.6560					Band Limited Energy Detector	7	0.2857	Too sparse
678	Spectrogram 1	1	5086.847979167	5086.858645833	200.000	2000.000	5086.8480	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-42.69	-2.811	1.857	421.875	421.875	-30.76	5086.8586					Band Limited Energy Detector	1	1.0000	Too short
679	Spectrogram 1	1	5104.170645833	5104.202645833	200.000	2000.000	5104.1706	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-44.04	0.613	2.523	421.875	421.875	-30.76	5104.1813					Band Limited Energy Detector	3	1.0000	Detection
680	Spectrogram 1	1	5118.229312500	5118.378645833	200.000	2000.000	5118.2293	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-45.66	5.680	2.552	421.875	421.875	-30.76	5118.2933					Band Limited Energy Detector	14	0.7143	Detection
681	Spectrogram 1	1	5120.437312500	5120.447979167	200.000	2000.000	5120.4373	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-42.69	-2.811	1.857	421.875	421.875	-30.76	5120.4480					Band Limited Energy Detector	1	1.0000	Too short
682	Spectrogram 1	1	5123.679979167	5123.690645833	200.000	2000.000	5123.6800	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-42.69	-2.811	1.857	421.875	421.875	-30.76	5123.6906					Band Limited Energy Detector	1	1.0000	Too short
683	Spectrogram 1	1	5125.343979167	5125.429312500	200.000	2000.000	5125.3440	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-45.69	3.217	2.523	421.875	421.875	-30.76	5125.3760					Band Limited Energy Detector	8	0.2500	Too sparse
684	Spectrogram 1	1	5150.847979167	5150.858645833	200.000	2000.000	5150.8480	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-42.69	-2.811	1.857	421.875	421.875	-30.76	5150.8586					Band Limited Energy Detector	1	1.0000	Too short
685	Spectrogram 1	1	5164.949312500	5165.109312500	200.000	2000.000	5164.9493	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-45.67	5.969	2.552	421.875	421.875	-30.76	5165.0346					Band Limited Energy Detector	15	0.3333	Too sparse
686	Spectrogram 1	1	5168.490645833	5168.522645833	200.000	2000.000	5168.4906	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-44.04	0.613	2.523	421.875	421.875	-30.76	5168.5013					Band Limited Energy Detector	3	0.6667	Detection
687	Spectrogram 1	1	5172.298645833	5172.309312500	200.000	2000.000	5172.2986	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-43.38	-0.494	2.523	421.875	421.875	-30.76	5172.2986					Band Limited Energy Detector	1	1.0000	Too short
688	Spectrogram 1	1	5194.837312500	5194.933312500	200.000	2000.000	5194.8373	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-45.78	3.642	2.523	421.875	421.875	-30.76	5194.8800					Band Limited Energy Detector	9	0.7778	Detection
689	Spectrogram 1	1	5207.573312500	5207.594645833	200.000	2000.000	5207.5733	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-43.38	-0.494	2.523	421.875	421.875	-30.76	5207.5733					Band Limited Energy Detector	2	1.0000	Detection
690	Spectrogram 1	1	5210.442645833	5210.453312500	200.000	2000.000	5210.4426	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-43.38	-0.494	2.523	421.875	421.875	-30.76	5210.4426					Band Limited Energy Detector	1	1.0000	Too short
691	Spectrogram 1	1	5213.087979167	5213.098645833	200.000	2000.000	5213.0880	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-42.69	-2.811	1.857	421.875	421.875	-30.76	5213.0986					Band Limited Energy Detector	1	1.0000	Too short
692	Spectrogram 1	1	5221.354645833	5221.429312500	200.000	2000.000	5221.3546	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-45.69	3.217	2.523	421.875	421.875	-30.76	5221.3760					Band Limited Energy Detector	7	0.8571	Detection
693	Spectrogram 1	1	5224.031979167	5224.085312500	200.000	2000.000	5224.0320	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-45.00	1.870	2.523	421.875	421.875	-30.76	5224.0533					Band Limited Energy Detector	5	0.8000	Detection
694	Spectrogram 1	1	5230.965312500	5230.975979167	200.000	2000.000	5230.9653	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-42.69	-2.811	1.857	421.875	421.875	-30.76	5230.9760					Band Limited Energy Detector	1	1.0000	Too short
695	Spectrogram 1	1	5241.983979167	5241.994645833	200.000	2000.000	5241.9840	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-42.69	-2.811	1.857	421.875	421.875	-30.76	5241.9946					Band Limited Energy Detector	1	1.0000	Too short
696	Spectrogram 1	1	5242.090645833	5242.133312500	200.000	2000.000	5242.0906	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-45.00	1.870	2.523	421.875	421.875	-30.76	5242.1013					Band Limited Energy Detector	4	0.7500	Detection
697	Spectrogram 1	1	5243.071979167	5243.093312500	200.000	2000.000	5243.0720	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-43.38	-0.494	2.523	421.875	421.875	-30.76	5243.0826					Band Limited Energy Detector	2	1.0000	Detection
698	Spectrogram 1	1	5248.181312500	5248.223979167	200.000	2000.000	5248.1813	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-44.76	1.140	2.523	421.875	421.875	-30.76	5248.2026					Band Limited Energy Detector	4	0.7500	Detection
699	Spectrogram 1	1	5254.858645833	5254.879979167	200.000	2000.000	5254.8586	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-44.04	0.613	2.523	421.875	421.875	-30.76	5254.8693					Band Limited Energy Detector	2	1.0000	Detection
700	Spectrogram 1	1	5263.935979167	5263.946645833	200.000	2000.000	5263.9360	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-42.69	-2.811	1.857	421.875	421.875	-30.76	5263.9466					Band Limited Energy Detector	1	1.0000	Too short
701	Spectrogram 1	1	5273.631979167	5273.706645833	200.000	2000.000	5273.6320	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-45.11	2.549	2.523	421.875	421.875	-30.76	5273.6640					Band Limited Energy Detector	7	0.4286	Too sparse
702	Spectrogram 1	1	5371.850645833	5371.861312500	200.000	2000.000	5371.8506	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-43.38	-0.494	2.523	421.875	421.875	-30.76	5371.8506					Band Limited Energy Detector	1	1.0000	Too short
703	Spectrogram 1	1	5374.591979167	5374.602645833	200.000	2000.000	5374.5920	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-42.69	-2.811	1.857	421.875	421.875	-30.76	5374.6026					Band Limited Energy Detector	1	1.0000	Too short
704	Spectrogram 1	1	5381.290645833	5381.322645833	200.000	2000.000	5381.2906	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-44.04	0.613	2.523	421.875	421.875	-30.76	5381.3013					Band Limited Energy Detector	3	0.6667	Detection
705	Spectrogram 1	1	5381.418645833	5381.429312500	200.000	2000.000	5381.4186	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-43.38	-0.494	2.523	421.875	421.875	-30.76	5381.4186					Band Limited Energy Detector	1	1.0000	Too short
706	Spectrogram 1	1	5408.202645833	5408.223979167	200.000	2000.000	5408.2026	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-44.04	0.613	2.523	421.875	421.875	-30.76	5408.2133					Band Limited Energy Detector	2	1.0000	Detection
707	Spectrogram 1	1	5408.586645833	5408.607979167	200.000	2000.000	5408.5866	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-44.04	0.613	2.523	421.875	421.875	-30.76	5408.5973					Band Limited Energy Detector	2	1.0000	Detection
708	Spectrogram 1	1	5409.183979167	5409.194645833	200.000	2000.000	5409.1840	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-42.69	-2.811	1.857	421.875	421.875	-30.76	5409.1946					Band Limited Energy Detector	1	1.0000	Too short
709	Spectrogram 1	1	5409.973312500	5409.994645833	200.000	2000.000	5409.9733	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-42.69	-2.811	1.857	421.875	421.875	-30.76	5409.9840					Band Limited Energy Detector	2	1.0000	Detection
710	Spectrogram 1	1	5413.514645833	5413.621312500	200.000	2000.000	5413.5146	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-45.64	4.657	2.523	421.875	421.875	-30.76	5413.5573					Band Limited Energy Detector	10	0.4000	Too sparse
711	Spectrogram 1	1	5419.914645833	5419.925312500	200.000	2000.000	5419.9146	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-43.38	-0.494	2.523	421.875	421.875	-30.76	5419.9146					Band Limited Energy Detector	1	1.0000	Too short
712	Spectrogram 1	1	5422.282645833	5422.314645833	200.000	2000.000	5422.2826	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-44.04	0.613	2.523	421.875	421.875	-30.76	5422.2933					Band Limited Energy Detector	3	1.0000	Detection
713	Spectrogram 1	1	5426.079979167	5426.090645833	200.000	2000.000	5426.0800	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-42.69	-2.811	1.857	421.875	421.875	-30.76	5426.0906					Band Limited Energy Detector	1	1.0000	Too short
714	Spectrogram 1	1	5429.685312500	5429.695979167	200.000	2000.000	5429.6853	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-43.38	-0.494	2.523	421.875	421.875	-30.76	5429.6853					Band Limited Energy Detector	1	1.0000	Too short
715	Spectrogram 1	1	5429.791979167	5429.823979167	200.000	2000.000	5429.7920	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-44.04	0.613	2.523	421.875	421.875	-30.76	5429.8133					Band Limited Energy Detector	3	1.0000	Detection
716	Spectrogram 1	1	5429.930645833	5429.983979167	200.000	2000.000	5429.9306	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-45.11	2.549	2.523	421.875	421.875	-30.76	5429.9520					Band Limited Energy Detector	5	0.6000	Detection
717	Spectrogram 1	1	5482.186645833	5482.197312500	200.000	2000.000	5482.1866	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-43.38	-0.494	2.523	421.875	421.875	-30.76	5482.1866					Band Limited Energy Detector	1	1.0000	Too short
718	Spectrogram 1	1	5493.855979167	5493.866645833	200.000	2000.000	5493.8560	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-42.69	-2.811	1.857	421.875	421.875	-30.76	5493.8666					Band Limited Energy Detector	1	1.0000	Too short
719	Spectrogram 1	1	5494.058645833	5494.090645833	200.000	2000.000	5494.0586	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-44.04	0.613	2.523	421.875	421.875	-30.76	5494.0693					Band Limited Energy Detector	3	1.0000	Detection
720	Spectrogram 1	1	5545.951979167	5545.962645833	200.000	2000.000	5545.9520	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-42.69	-2.811	1.857	421.875	421.875	-30.76	5545.9626					Band Limited Energy Detector	1	1.0000	Too short
721	Spectrogram 1	1	5548.074645833	5548.085312500	200.000	2000.000	5548.0746	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-43.38	-0.494	2.523	421.875	421.875	-30.76	5548.0746					Band Limited Energy Detector	1	1.0000	Too short
722	Spectrogram 1	1	5560.671979167	5560.714645833	200.000	2000.000	5560.6720	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-44.04	0.613	2.523	421.875	421.875	-30.76	5560.6933					Band Limited Energy Detector	4	1.0000	Detection
723	Spectrogram 1	1	5561.845312500	5561.866645833	200.000	2000.000	5561.8453	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-43.38	-0.494	2.523	421.875	421.875	-30.76	5561.8453					Band Limited Energy Detector	2	1.0000	Detection
724	Spectrogram 1	1	5580.010645833	5580.031979167	200.000	2000.000	5580.0106	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-44.04	0.613	2.523	421.875	421.875	-30.76	5580.0213					Band Limited Energy Detector	2	1.0000	Detection
725	Spectrogram 1	1	5580.554645833	5580.565312500	200.000	2000.000	5580.5546	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-43.38	-0.494	2.523	421.875	421.875	-30.76	5580.5546					Band Limited Energy Detector	1	1.0000	Too short
726	Spectrogram 1	1	5581.930645833	5581.941312500	200.000	2000.000	5581.9306	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-43.38	-0.494	2.523	421.875	421.875	-30.76	5581.9306					Band Limited Energy Detector	1	1.0000	Too short
727	Spectrogram 1	1	5764.789312500	5764.799979167	200.000	2000.000	5764.7893	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-43.38	-0.494	2.523	421.875	421.875	-30.76	5764.7893					Band Limited Energy Detector	1	1.0000	Too short
728	Spectrogram 1	1	5775.754645833	5775.765312500	200.000	2000.000	5775.7546	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-43.38	-0.494	2.523	421.875	421.875	-30.76	5775.7546					Band Limited Energy Detector	1	1.0000	Too short
729	Spectrogram 1	1	5817.311979167	5817.322645833	200.000	2000.000	5817.3120	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-42.69	-2.811	1.857	421.875	421.875	-30.76	5817.3226					Band Limited Energy Detector	1	1.0000	Too short
730	Spectrogram 1	1	5882.954645833	5882.975979167	200.000	2000.000	5882.9546	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-44.04	0.613	2.523	421.875	421.875	-30.76	5882.9653					Band Limited Energy Detector	2	1.0000	Detection
731	Spectrogram 1	1	5887.743979167	5887.754645833	200.000	2000.000	5887.7440	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-42.69	-2.811	1.857	421.875	421.875	-30.76	5887.7546					Band Limited Energy Detector	1	1.0000	Too short
732	Spectrogram 1	1	5930.709312500	5930.826645833	200.000	2000.000	5930.7093	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-45.74	4.137	2.523	421.875	421.875	-30.76	5930.7520					Band Limited Energy Detector	11	0.2727	Too sparse
733	Spectrogram 1	1	5950.815979167	5950.975979167	200.000	2000.000	5950.8160	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-45.67	5.969	2.552	421.875	421.875	-30.76	5950.9013					Band Limited Energy Detector	15	0.8667	Detection
734	Spectrogram 1	1	5951.562645833	5951.573312500	200.000	2000.000	5951.5626	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-43.38	-0.494	2.523	421.875	421.875	-30.76	5951.5626					Band Limited Energy Detector	1	1.0000	Too short
735	Spectrogram 1	1	5951.669312500	5951.679979167	200.000	2000.000	5951.6693	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-42.69	-2.811	1.857	421.875	421.875	-30.76	5951.6800					Band Limited Energy Detector	1	1.0000	Too short
736	Spectrogram 1	1	6005.183979167	6005.194645833	200.000	2000.000	6005.1840	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-42.69	-2.811	1.857	421.875	421.875	-30.76	6005.1946					Band Limited Energy Detector	1	1.0000	Too short
737	Spectrogram 1	1	6051.807979167	6051.839979167	200.000	2000.000	6051.8080	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-44.04	0.613	2.523	421.875	421.875	-30.76	6051.8293					Band Limited Energy Detector	3	0.6667	Detection
738	Spectrogram 1	1	6158.527979167	6158.581312500	200.000	2000.000	6158.5280	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-45.00	1.870	2.523	421.875	421.875	-30.76	6158.5493					Band Limited Energy Detector	5	0.6000	Detection
739	Spectrogram 1	1	6364.885312500	6365.034645833	200.000	2000.000	6364.8853	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-45.66	5.680	2.552	421.875	421.875	-30.76	6364.9493					Band Limited Energy Detector	14	0.3571	Too sparse
740	Spectrogram 1	1	6365.994645833	6366.015979167	200.000	2000.000	6365.9946	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-44.04	0.613	2.523	421.875	421.875	-30.76	6366.0053					Band Limited Energy Detector	2	1.0000	Detection
741	Spectrogram 1	1	6375.615979167	6375.722645833	200.000	2000.000	6375.6160	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-45.78	3.642	2.523	421.875	421.875	-30.76	6375.6586					Band Limited Energy Detector	10	0.4000	Too sparse
742	Spectrogram 1	1	6376.106645833	6376.127979167	200.000	2000.000	6376.1066	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-44.04	0.613	2.523	421.875	421.875	-30.76	6376.1173					Band Limited Energy Detector	2	1.0000	Detection
743	Spectrogram 1	1	6408.885312500	6409.077312500	200.000	2000.000	6408.8853	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-45.48	7.183	2.552	421.875	421.875	-30.16	6408.9920					Band Limited Energy Detector	18	0.5000	Too sparse
744	Spectrogram 1	1	6409.226645833	6409.237312500	200.000	2000.000	6409.2266	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-43.38	-0.494	2.523	421.875	421.875	-30.76	6409.2266					Band Limited Energy Detector	1	1.0000	Too short
745	Spectrogram 1	1	6413.194645833	6413.258645833	200.000	2000.000	6413.1946	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-45.11	2.549	2.523	421.875	421.875	-30.76	6413.2160					Band Limited Energy Detector	6	1.0000	Detection
746	Spectrogram 1	1	6460.223979167	6460.277312500	200.000	2000.000	6460.2240	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-45.00	1.870	2.523	421.875	421.875	-30.76	6460.2453					Band Limited Energy Detector	5	0.4000	Too sparse
747	Spectrogram 1	1	6463.082645833	6463.093312500	200.000	2000.000	6463.0826	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-43.38	-0.494	2.523	421.875	421.875	-30.76	6463.0826					Band Limited Energy Detector	1	1.0000	Too short
748	Spectrogram 1	1	6473.119979167	6473.130645833	200.000	2000.000	6473.1200	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-42.69	-2.811	1.857	421.875	421.875	-30.76	6473.1306					Band Limited Energy Detector	1	1.0000	Too short
749	Spectrogram 1	1	6473.674645833	6473.685312500	200.000	2000.000	6473.6746	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-43.38	-0.494	2.523	421.875	421.875	-30.76	6473.6746					Band Limited Energy Detector	1	1.0000	Too short
750	Spectrogram 1	1	6550.517312500	6550.559979167	200.000	2000.000	6550.5173	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-44.76	1.140	2.523	421.875	421.875	-30.76	6550.5386					Band Limited Energy Detector	4	0.7500	Detection
751	Spectrogram 1	1	6631.082645833	6631.253312500	200.000	2000.000	6631.0826	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-45.56	6.621	2.552	421.875	421.875	-30.16	6631.1680					Band Limited Energy Detector	16	0.9375	Detection
752	Spectrogram 1	1	6677.802645833	6677.813312500	200.000	2000.000	6677.8026	CK6-1-10-2024_000H_GU-B1_16289_20240105_013602.flac	-43.38	-0.494	2.523	421.875	421.875	-30.76	6677.8026					Band Limited Energy Detector	1	1.0000	Too short
